Order_ID,Order_Date,Ship_Date,Ship_Mode,Country,City,State,Postal_Code,Region
CA-2014-134404,2014-12-28,2014-12-28,Same Day,United States,Newark,Ohio,43055,East
CA-2014-134404,2014-12-28,2014-12-28,Same Day,United States,Newark,Ohio,43055,East
CA-2014-109778,2014-07-17,2014-07-22,Standard Class,United States,Woodstock,Illinois,60098,Central
CA-2013-155845,2013-08-13,2013-08-16,Second Class,United States,Carrollton,Texas,75007,Central
CA-2014-145128,2014-07-10,2014-07-15,Standard Class,United States,Lafayette,Indiana,47905,Central
CA-2011-129091,2011-11-22,2011-11-27,Standard Class,United States,Columbus,Georgia,31907,South
CA-2011-129091,2011-11-22,2011-11-27,Standard Class,United States,Columbus,Georgia,31907,South
CA-2011-129091,2011-11-22,2011-11-27,Standard Class,United States,Columbus,Georgia,31907,South
CA-2011-129091,2011-11-22,2011-11-27,Standard Class,United States,Columbus,Georgia,31907,South
US-2011-155502,2011-01-27,2011-02-01,Standard Class,United States,Alexandria,Virginia,22304,South
US-2011-155502,2011-01-27,2011-02-01,Standard Class,United States,Alexandria,Virginia,22304,South
US-2011-155502,2011-01-27,2011-02-01,Standard Class,United States,Alexandria,Virginia,22304,South
US-2011-155502,2011-01-27,2011-02-01,Standard Class,United States,Alexandria,Virginia,22304,South
US-2011-155502,2011-01-27,2011-02-01,Standard Class,United States,Alexandria,Virginia,22304,South
US-2011-155502,2011-01-27,2011-02-01,Standard Class,United States,Alexandria,Virginia,22304,South
US-2011-155502,2011-01-27,2011-02-01,Standard Class,United States,Alexandria,Virginia,22304,South
CA-2012-121041,2012-11-03,2012-11-10,Standard Class,United States,Haltom City,Texas,76117,Central
CA-2014-131695,2014-07-01,2014-07-07,Standard Class,United States,New York City,New York,10024,East
CA-2014-131695,2014-07-01,2014-07-07,Standard Class,United States,New York City,New York,10024,East
CA-2013-137729,2013-05-06,2013-05-10,Standard Class,United States,Los Angeles,California,90004,West
CA-2013-137729,2013-05-06,2013-05-10,Standard Class,United States,Los Angeles,California,90004,West
US-2013-115455,2013-09-09,2013-09-15,Standard Class,United States,Wheeling,Illinois,60090,Central
US-2013-115455,2013-09-09,2013-09-15,Standard Class,United States,Wheeling,Illinois,60090,Central
CA-2014-128300,2014-11-25,2014-11-27,Second Class,United States,Summerville,South Carolina,29483,South
CA-2014-128300,2014-11-25,2014-11-27,Second Class,United States,Summerville,South Carolina,29483,South
CA-2014-149048,2014-05-14,2014-05-18,Standard Class,United States,Columbus,Indiana,47201,Central
CA-2014-149048,2014-05-14,2014-05-18,Standard Class,United States,Columbus,Indiana,47201,Central
CA-2014-149048,2014-05-14,2014-05-18,Standard Class,United States,Columbus,Indiana,47201,Central
CA-2014-149048,2014-05-14,2014-05-18,Standard Class,United States,Columbus,Indiana,47201,Central
CA-2014-149048,2014-05-14,2014-05-18,Standard Class,United States,Columbus,Indiana,47201,Central
CA-2014-108553,2014-04-24,2014-04-30,Standard Class,United States,New York City,New York,10024,East
CA-2014-108553,2014-04-24,2014-04-30,Standard Class,United States,New York City,New York,10024,East
CA-2013-165848,2013-06-05,2013-06-05,Same Day,United States,New York City,New York,10035,East
CA-2013-165848,2013-06-05,2013-06-05,Same Day,United States,New York City,New York,10035,East
CA-2013-165848,2013-06-05,2013-06-05,Same Day,United States,New York City,New York,10035,East
CA-2013-165848,2013-06-05,2013-06-05,Same Day,United States,New York City,New York,10035,East
CA-2011-112718,2011-12-16,2011-12-21,Standard Class,United States,Jacksonville,Florida,32216,South
CA-2013-154053,2013-03-05,2013-03-11,Standard Class,United States,San Diego,California,92024,West
CA-2011-127446,2011-11-25,2011-11-30,Standard Class,United States,Arlington,Texas,76017,Central
CA-2011-127446,2011-11-25,2011-11-30,Standard Class,United States,Arlington,Texas,76017,Central
CA-2011-127446,2011-11-25,2011-11-30,Standard Class,United States,Arlington,Texas,76017,Central
CA-2011-127446,2011-11-25,2011-11-30,Standard Class,United States,Arlington,Texas,76017,Central
CA-2011-127446,2011-11-25,2011-11-30,Standard Class,United States,Arlington,Texas,76017,Central
CA-2011-127446,2011-11-25,2011-11-30,Standard Class,United States,Arlington,Texas,76017,Central
CA-2013-137204,2013-04-29,2013-05-06,Standard Class,United States,Los Angeles,California,90045,West
CA-2011-147298,2011-04-26,2011-05-03,Standard Class,United States,Los Angeles,California,90049,West
CA-2011-147298,2011-04-26,2011-05-03,Standard Class,United States,Los Angeles,California,90049,West
CA-2014-147942,2014-04-02,2014-04-06,Standard Class,United States,San Francisco,California,94110,West
CA-2014-147942,2014-04-02,2014-04-06,Standard Class,United States,San Francisco,California,94110,West
CA-2014-115931,2014-12-23,2014-12-27,Standard Class,United States,Carlsbad,New Mexico,88220,West
CA-2014-115931,2014-12-23,2014-12-27,Standard Class,United States,Carlsbad,New Mexico,88220,West
CA-2014-115931,2014-12-23,2014-12-27,Standard Class,United States,Carlsbad,New Mexico,88220,West
CA-2014-115931,2014-12-23,2014-12-27,Standard Class,United States,Carlsbad,New Mexico,88220,West
CA-2011-164861,2011-12-03,2011-12-06,Second Class,United States,Saint Louis,Missouri,63116,Central
CA-2014-127180,2014-10-23,2014-10-25,First Class,United States,New York City,New York,10024,East
CA-2014-127180,2014-10-23,2014-10-25,First Class,United States,New York City,New York,10024,East
CA-2014-127180,2014-10-23,2014-10-25,First Class,United States,New York City,New York,10024,East
CA-2014-127180,2014-10-23,2014-10-25,First Class,United States,New York City,New York,10024,East
US-2014-165344,2014-11-14,2014-11-16,First Class,United States,Springfield,Ohio,45503,East
US-2014-165344,2014-11-14,2014-11-16,First Class,United States,Springfield,Ohio,45503,East
US-2014-165344,2014-11-14,2014-11-16,First Class,United States,Springfield,Ohio,45503,East
CA-2012-168186,2012-09-10,2012-09-15,Standard Class,United States,Tulsa,Oklahoma,74133,Central
US-2014-110604,2014-05-16,2014-05-21,Standard Class,United States,Seattle,Washington,98103,West
US-2014-110604,2014-05-16,2014-05-21,Standard Class,United States,Seattle,Washington,98103,West
US-2014-110604,2014-05-16,2014-05-21,Standard Class,United States,Seattle,Washington,98103,West
CA-2012-116750,2012-07-05,2012-07-10,Second Class,United States,Fayetteville,North Carolina,28314,South
CA-2012-116750,2012-07-05,2012-07-10,Second Class,United States,Fayetteville,North Carolina,28314,South
CA-2012-162369,2012-08-15,2012-08-19,Standard Class,United States,Los Angeles,California,90045,West
CA-2014-108441,2014-06-13,2014-06-19,Standard Class,United States,New York City,New York,10035,East
CA-2014-108441,2014-06-13,2014-06-19,Standard Class,United States,New York City,New York,10035,East
CA-2014-108441,2014-06-13,2014-06-19,Standard Class,United States,New York City,New York,10035,East
CA-2014-108441,2014-06-13,2014-06-19,Standard Class,United States,New York City,New York,10035,East
CA-2012-169740,2012-02-20,2012-02-25,Standard Class,United States,Hot Springs,Arkansas,71901,South
CA-2013-124051,2013-12-30,2013-12-31,First Class,United States,Aurora,Illinois,60505,Central
CA-2013-149111,2013-04-18,2013-04-22,Second Class,United States,Raleigh,North Carolina,27604,South
CA-2013-149111,2013-04-18,2013-04-22,Second Class,United States,Raleigh,North Carolina,27604,South
CA-2011-131002,2011-09-07,2011-09-12,Second Class,United States,Tulsa,Oklahoma,74133,Central
CA-2011-131002,2011-09-07,2011-09-12,Second Class,United States,Tulsa,Oklahoma,74133,Central
CA-2011-131002,2011-09-07,2011-09-12,Second Class,United States,Tulsa,Oklahoma,74133,Central
CA-2011-131002,2011-09-07,2011-09-12,Second Class,United States,Tulsa,Oklahoma,74133,Central
CA-2011-131002,2011-09-07,2011-09-12,Second Class,United States,Tulsa,Oklahoma,74133,Central
US-2013-146794,2013-09-27,2013-10-02,Standard Class,United States,Hesperia,California,92345,West
CA-2014-112515,2014-09-18,2014-09-22,Second Class,United States,Provo,Utah,84604,West
CA-2014-112515,2014-09-18,2014-09-22,Second Class,United States,Provo,Utah,84604,West
CA-2014-112515,2014-09-18,2014-09-22,Second Class,United States,Provo,Utah,84604,West
CA-2014-112515,2014-09-18,2014-09-22,Second Class,United States,Provo,Utah,84604,West
CA-2014-112515,2014-09-18,2014-09-22,Second Class,United States,Provo,Utah,84604,West
CA-2014-112515,2014-09-18,2014-09-22,Second Class,United States,Provo,Utah,84604,West
CA-2014-112515,2014-09-18,2014-09-22,Second Class,United States,Provo,Utah,84604,West
CA-2013-150343,2013-08-17,2013-08-21,Standard Class,United States,San Francisco,California,94110,West
CA-2012-135538,2012-12-24,2012-12-28,Standard Class,United States,Gilbert,Arizona,85234,West
CA-2014-123372,2014-11-29,2014-12-03,Standard Class,United States,New York City,New York,10035,East
CA-2014-123372,2014-11-29,2014-12-03,Standard Class,United States,New York City,New York,10035,East
CA-2014-159604,2014-04-15,2014-04-16,First Class,United States,Springfield,Missouri,65807,Central
CA-2013-164784,2013-05-02,2013-05-05,First Class,United States,Memphis,Tennessee,38109,South
CA-2013-164784,2013-05-02,2013-05-05,First Class,United States,Memphis,Tennessee,38109,South
CA-2013-164784,2013-05-02,2013-05-05,First Class,United States,Memphis,Tennessee,38109,South
CA-2013-111794,2013-10-02,2013-10-02,Same Day,United States,Amarillo,Texas,79109,Central
CA-2013-111794,2013-10-02,2013-10-02,Same Day,United States,Amarillo,Texas,79109,Central
US-2012-139759,2012-08-25,2012-08-30,Standard Class,United States,Los Angeles,California,90045,West
US-2012-139759,2012-08-25,2012-08-30,Standard Class,United States,Los Angeles,California,90045,West
CA-2011-126403,2011-09-09,2011-09-12,Second Class,United States,Lowell,Massachusetts,1852,East
CA-2011-126403,2011-09-09,2011-09-12,Second Class,United States,Lowell,Massachusetts,1852,East
CA-2011-126403,2011-09-09,2011-09-12,Second Class,United States,Lowell,Massachusetts,1852,East
CA-2011-126403,2011-09-09,2011-09-12,Second Class,United States,Lowell,Massachusetts,1852,East
CA-2014-136875,2014-12-04,2014-12-04,Same Day,United States,San Diego,California,92024,West
CA-2014-132185,2014-11-28,2014-12-03,Standard Class,United States,Asheville,North Carolina,28806,South
CA-2014-132185,2014-11-28,2014-12-03,Standard Class,United States,Asheville,North Carolina,28806,South
US-2011-160780,2011-06-21,2011-06-21,Same Day,United States,Pueblo,Colorado,81001,West
US-2011-160780,2011-06-21,2011-06-21,Same Day,United States,Pueblo,Colorado,81001,West
CA-2014-127026,2014-01-22,2014-01-28,Standard Class,United States,Jackson,Michigan,49201,Central
CA-2014-127026,2014-01-22,2014-01-28,Standard Class,United States,Jackson,Michigan,49201,Central
CA-2014-127026,2014-01-22,2014-01-28,Standard Class,United States,Jackson,Michigan,49201,Central
CA-2014-127026,2014-01-22,2014-01-28,Standard Class,United States,Jackson,Michigan,49201,Central
CA-2014-127026,2014-01-22,2014-01-28,Standard Class,United States,Jackson,Michigan,49201,Central
CA-2014-137085,2014-06-30,2014-07-07,Standard Class,United States,Los Angeles,California,90004,West
CA-2013-133123,2013-09-07,2013-09-12,Standard Class,United States,Thomasville,North Carolina,27360,South
CA-2013-133123,2013-09-07,2013-09-12,Standard Class,United States,Thomasville,North Carolina,27360,South
US-2013-128195,2013-08-05,2013-08-06,First Class,United States,Peoria,Illinois,61604,Central
CA-2012-153220,2012-11-12,2012-11-14,First Class,United States,Los Angeles,California,90032,West
CA-2011-123064,2011-06-30,2011-07-02,First Class,United States,Chicago,Illinois,60653,Central
CA-2014-156412,2014-12-05,2014-12-09,Standard Class,United States,Philadelphia,Pennsylvania,19134,East
US-2013-144211,2013-08-29,2013-09-03,Standard Class,United States,Englewood,Colorado,80112,West
US-2013-144211,2013-08-29,2013-09-03,Standard Class,United States,Englewood,Colorado,80112,West
CA-2013-138079,2013-01-22,2013-01-28,Standard Class,United States,Seattle,Washington,98115,West
CA-2011-143182,2011-10-15,2011-10-20,Standard Class,United States,Hialeah,Florida,33012,South
CA-2013-161662,2013-02-07,2013-02-09,First Class,United States,Lancaster,Ohio,43130,East
CA-2011-145317,2011-03-18,2011-03-23,Standard Class,United States,Jacksonville,Florida,32216,South
CA-2011-145317,2011-03-18,2011-03-23,Standard Class,United States,Jacksonville,Florida,32216,South
CA-2011-145317,2011-03-18,2011-03-23,Standard Class,United States,Jacksonville,Florida,32216,South
CA-2011-145317,2011-03-18,2011-03-23,Standard Class,United States,Jacksonville,Florida,32216,South
CA-2011-145317,2011-03-18,2011-03-23,Standard Class,United States,Jacksonville,Florida,32216,South
CA-2011-145317,2011-03-18,2011-03-23,Standard Class,United States,Jacksonville,Florida,32216,South
CA-2011-145317,2011-03-18,2011-03-23,Standard Class,United States,Jacksonville,Florida,32216,South
CA-2011-143413,2011-05-24,2011-05-30,Standard Class,United States,Baltimore,Maryland,21215,East
CA-2014-156818,2014-07-12,2014-07-14,Second Class,United States,New York City,New York,10009,East
CA-2014-155873,2014-06-17,2014-06-22,Standard Class,United States,Carlsbad,New Mexico,88220,West
CA-2014-155873,2014-06-17,2014-06-22,Standard Class,United States,Carlsbad,New Mexico,88220,West
CA-2014-155873,2014-06-17,2014-06-22,Standard Class,United States,Carlsbad,New Mexico,88220,West
CA-2012-121797,2012-01-30,2012-02-06,Standard Class,United States,Los Angeles,California,90049,West
CA-2012-121797,2012-01-30,2012-02-06,Standard Class,United States,Los Angeles,California,90049,West
US-2012-120572,2012-12-11,2012-12-15,Standard Class,United States,Jacksonville,Florida,32216,South
CA-2014-132430,2014-10-10,2014-10-12,First Class,United States,Lakewood,Ohio,44107,East
CA-2014-146031,2014-07-30,2014-08-02,Second Class,United States,Troy,New York,12180,East
CA-2011-110100,2011-04-25,2011-04-29,Standard Class,United States,Wilmington,North Carolina,28403,South
CA-2012-103723,2012-12-01,2012-12-06,Standard Class,United States,Seattle,Washington,98105,West
CA-2011-127187,2011-12-04,2011-12-08,Standard Class,United States,New York City,New York,10024,East
CA-2014-128475,2014-08-27,2014-09-02,Standard Class,United States,Columbus,Georgia,31907,South
CA-2011-100006,2011-09-07,2011-09-13,Standard Class,United States,New York City,New York,10024,East
CA-2014-144827,2014-12-22,2014-12-28,Standard Class,United States,Costa Mesa,California,92627,West
CA-2011-110030,2011-12-06,2011-12-08,Second Class,United States,Houston,Texas,77095,Central
CA-2011-121286,2011-11-04,2011-11-08,Second Class,United States,Cary,North Carolina,27511,South
CA-2011-121286,2011-11-04,2011-11-08,Second Class,United States,Cary,North Carolina,27511,South
CA-2013-164735,2013-04-15,2013-04-20,Second Class,United States,Alexandria,Virginia,22304,South
CA-2011-153479,2011-10-04,2011-10-08,Standard Class,United States,Vallejo,California,94591,West
CA-2011-153479,2011-10-04,2011-10-08,Standard Class,United States,Vallejo,California,94591,West
CA-2014-149888,2014-11-08,2014-11-14,Standard Class,United States,Philadelphia,Pennsylvania,19120,East
CA-2014-149888,2014-11-08,2014-11-14,Standard Class,United States,Philadelphia,Pennsylvania,19120,East
CA-2014-119193,2014-12-23,2014-12-25,First Class,United States,Toledo,Ohio,43615,East
CA-2014-119193,2014-12-23,2014-12-25,First Class,United States,Toledo,Ohio,43615,East
CA-2014-104801,2014-02-14,2014-02-20,Standard Class,United States,Seattle,Washington,98105,West
CA-2014-104801,2014-02-14,2014-02-20,Standard Class,United States,Seattle,Washington,98105,West
CA-2014-104801,2014-02-14,2014-02-20,Standard Class,United States,Seattle,Washington,98105,West
CA-2011-107594,2011-07-02,2011-07-06,Standard Class,United States,Plainfield,New Jersey,7060,East
CA-2011-107594,2011-07-02,2011-07-06,Standard Class,United States,Plainfield,New Jersey,7060,East
CA-2012-129770,2012-02-21,2012-02-23,Second Class,United States,Las Cruces,New Mexico,88001,West
CA-2012-115798,2012-11-13,2012-11-19,Standard Class,United States,Newark,Delaware,19711,East
CA-2012-115798,2012-11-13,2012-11-19,Standard Class,United States,Newark,Delaware,19711,East
CA-2012-115798,2012-11-13,2012-11-19,Standard Class,United States,Newark,Delaware,19711,East
CA-2012-115798,2012-11-13,2012-11-19,Standard Class,United States,Newark,Delaware,19711,East
CA-2014-122707,2014-04-17,2014-04-19,First Class,United States,Hoover,Alabama,35244,South
CA-2014-122707,2014-04-17,2014-04-19,First Class,United States,Hoover,Alabama,35244,South
CA-2013-165015,2013-02-25,2013-02-27,Second Class,United States,Newark,Ohio,43055,East
CA-2011-149244,2011-11-04,2011-11-08,Standard Class,United States,San Diego,California,92037,West
CA-2012-140144,2012-06-20,2012-06-25,Second Class,United States,San Francisco,California,94122,West
CA-2012-140144,2012-06-20,2012-06-25,Second Class,United States,San Francisco,California,94122,West
CA-2014-163321,2014-08-08,2014-08-12,Second Class,United States,Jacksonville,North Carolina,28540,South
CA-2011-155887,2011-05-12,2011-05-17,Standard Class,United States,Franklin,Massachusetts,2038,East
US-2012-165449,2012-11-22,2012-11-26,Standard Class,United States,Frisco,Texas,75034,Central
CA-2012-110247,2012-12-04,2012-12-08,Standard Class,United States,Tallahassee,Florida,32303,South
US-2011-141257,2011-06-08,2011-06-14,Standard Class,United States,Seattle,Washington,98115,West
CA-2011-154669,2011-08-08,2011-08-11,Second Class,United States,Vacaville,California,95687,West
CA-2011-158029,2011-05-26,2011-05-30,Standard Class,United States,Los Angeles,California,90008,West
CA-2012-155306,2012-04-17,2012-04-21,Standard Class,United States,San Francisco,California,94122,West
CA-2012-155306,2012-04-17,2012-04-21,Standard Class,United States,San Francisco,California,94122,West
CA-2012-155306,2012-04-17,2012-04-21,Standard Class,United States,San Francisco,California,94122,West
CA-2012-155306,2012-04-17,2012-04-21,Standard Class,United States,San Francisco,California,94122,West
CA-2012-155306,2012-04-17,2012-04-21,Standard Class,United States,San Francisco,California,94122,West
CA-2013-127775,2013-06-12,2013-06-14,Second Class,United States,New York City,New York,10035,East
CA-2013-146171,2013-03-12,2013-03-16,Standard Class,United States,Columbus,Georgia,31907,South
CA-2013-146171,2013-03-12,2013-03-16,Standard Class,United States,Columbus,Georgia,31907,South
CA-2011-129574,2011-05-26,2011-05-29,First Class,United States,Murray,Utah,84107,West
CA-2014-126536,2014-10-13,2014-10-15,First Class,United States,San Francisco,California,94110,West
CA-2014-126536,2014-10-13,2014-10-15,First Class,United States,San Francisco,California,94110,West
CA-2014-165757,2014-06-23,2014-06-29,Standard Class,United States,Philadelphia,Pennsylvania,19140,East
CA-2014-165757,2014-06-23,2014-06-29,Standard Class,United States,Philadelphia,Pennsylvania,19140,East
CA-2014-165757,2014-06-23,2014-06-29,Standard Class,United States,Philadelphia,Pennsylvania,19140,East
CA-2014-167752,2014-01-16,2014-01-19,First Class,United States,Philadelphia,Pennsylvania,19134,East
CA-2014-167752,2014-01-16,2014-01-19,First Class,United States,Philadelphia,Pennsylvania,19134,East
US-2012-122140,2012-04-02,2012-04-07,Standard Class,United States,Dallas,Texas,75220,Central
US-2012-122140,2012-04-02,2012-04-07,Standard Class,United States,Dallas,Texas,75220,Central
US-2012-122140,2012-04-02,2012-04-07,Standard Class,United States,Dallas,Texas,75220,Central
CA-2013-163986,2013-09-04,2013-09-11,Standard Class,United States,Waukesha,Wisconsin,53186,Central
CA-2014-158967,2014-12-11,2014-12-13,First Class,United States,Fort Lauderdale,Florida,33311,South
CA-2013-131576,2013-11-23,2013-11-27,Standard Class,United States,Detroit,Michigan,48205,Central
CA-2014-143455,2014-11-12,2014-11-19,Standard Class,United States,Springfield,Ohio,45503,East
CA-2013-144729,2013-10-22,2013-10-26,Standard Class,United States,San Diego,California,92037,West
CA-2012-127019,2012-12-21,2012-12-25,Standard Class,United States,Colorado Springs,Colorado,80906,West
CA-2012-138534,2012-07-17,2012-07-19,Second Class,United States,Bakersfield,California,93309,West
CA-2014-108322,2014-05-01,2014-05-06,Standard Class,United States,Pompano Beach,Florida,33068,South
CA-2014-108322,2014-05-01,2014-05-06,Standard Class,United States,Pompano Beach,Florida,33068,South
CA-2014-167668,2014-05-07,2014-05-09,First Class,United States,New York City,New York,10035,East
CA-2014-146724,2014-11-21,2014-11-28,Standard Class,United States,Lakeville,Minnesota,55044,Central
CA-2013-139878,2013-11-12,2013-11-17,Standard Class,United States,Detroit,Michigan,48234,Central
US-2013-106677,2013-11-06,2013-11-11,Standard Class,United States,Philadelphia,Pennsylvania,19134,East
CA-2013-116974,2013-10-10,2013-10-16,Standard Class,United States,Troy,Ohio,45373,East
CA-2012-149972,2012-09-21,2012-09-23,First Class,United States,Los Angeles,California,90036,West
CA-2012-149972,2012-09-21,2012-09-23,First Class,United States,Los Angeles,California,90036,West
US-2011-117744,2011-12-02,2011-12-06,Standard Class,United States,Corpus Christi,Texas,78415,Central
US-2011-117744,2011-12-02,2011-12-06,Standard Class,United States,Corpus Christi,Texas,78415,Central
US-2011-117744,2011-12-02,2011-12-06,Standard Class,United States,Corpus Christi,Texas,78415,Central
CA-2011-125514,2011-09-21,2011-09-22,First Class,United States,Omaha,Nebraska,68104,Central
CA-2011-125514,2011-09-21,2011-09-22,First Class,United States,Omaha,Nebraska,68104,Central
CA-2011-125514,2011-09-21,2011-09-22,First Class,United States,Omaha,Nebraska,68104,Central
CA-2011-154599,2011-04-12,2011-04-17,Standard Class,United States,Redondo Beach,California,90278,West
CA-2011-154599,2011-04-12,2011-04-17,Standard Class,United States,Redondo Beach,California,90278,West
CA-2011-154599,2011-04-12,2011-04-17,Standard Class,United States,Redondo Beach,California,90278,West
CA-2011-154599,2011-04-12,2011-04-17,Standard Class,United States,Redondo Beach,California,90278,West
CA-2014-158743,2014-10-21,2014-10-28,Standard Class,United States,Little Rock,Arkansas,72209,South
CA-2014-158743,2014-10-21,2014-10-28,Standard Class,United States,Little Rock,Arkansas,72209,South
CA-2014-158743,2014-10-21,2014-10-28,Standard Class,United States,Little Rock,Arkansas,72209,South
CA-2013-153318,2013-10-26,2013-10-29,First Class,United States,Miami,Florida,33180,South
US-2012-110163,2012-11-01,2012-11-04,First Class,United States,Salem,Oregon,97301,West
CA-2014-143329,2014-11-04,2014-11-09,Standard Class,United States,Las Cruces,New Mexico,88001,West
CA-2012-159380,2012-05-12,2012-05-16,Standard Class,United States,San Francisco,California,94122,West
CA-2012-159380,2012-05-12,2012-05-16,Standard Class,United States,San Francisco,California,94122,West
CA-2012-122623,2012-09-07,2012-09-11,Standard Class,United States,El Paso,Texas,79907,Central
CA-2012-148635,2012-07-25,2012-07-27,Second Class,United States,Seattle,Washington,98115,West
CA-2012-148635,2012-07-25,2012-07-27,Second Class,United States,Seattle,Washington,98115,West
CA-2012-148635,2012-07-25,2012-07-27,Second Class,United States,Seattle,Washington,98115,West
CA-2012-148635,2012-07-25,2012-07-27,Second Class,United States,Seattle,Washington,98115,West
CA-2012-135685,2012-11-16,2012-11-18,Second Class,United States,Milwaukee,Wisconsin,53209,Central
CA-2012-135685,2012-11-16,2012-11-18,Second Class,United States,Milwaukee,Wisconsin,53209,Central
CA-2012-135685,2012-11-16,2012-11-18,Second Class,United States,Milwaukee,Wisconsin,53209,Central
CA-2012-135685,2012-11-16,2012-11-18,Second Class,United States,Milwaukee,Wisconsin,53209,Central
CA-2012-135685,2012-11-16,2012-11-18,Second Class,United States,Milwaukee,Wisconsin,53209,Central
CA-2012-104626,2012-09-01,2012-09-08,Standard Class,United States,Franklin,Massachusetts,2038,East
CA-2012-104626,2012-09-01,2012-09-08,Standard Class,United States,Franklin,Massachusetts,2038,East
CA-2012-104626,2012-09-01,2012-09-08,Standard Class,United States,Franklin,Massachusetts,2038,East
CA-2012-104626,2012-09-01,2012-09-08,Standard Class,United States,Franklin,Massachusetts,2038,East
CA-2013-160500,2013-05-06,2013-05-09,First Class,United States,Encinitas,California,92024,West
CA-2013-160500,2013-05-06,2013-05-09,First Class,United States,Encinitas,California,92024,West
CA-2014-100202,2014-01-01,2014-01-06,Standard Class,United States,Anaheim,California,92804,West
CA-2014-131016,2014-09-19,2014-09-21,First Class,United States,Arlington,Texas,76017,Central
CA-2014-131016,2014-09-19,2014-09-21,First Class,United States,Arlington,Texas,76017,Central
US-2011-112914,2011-09-25,2011-09-30,Standard Class,United States,Houston,Texas,77041,Central
US-2011-112914,2011-09-25,2011-09-30,Standard Class,United States,Houston,Texas,77041,Central
US-2011-112914,2011-09-25,2011-09-30,Standard Class,United States,Houston,Texas,77041,Central
US-2011-112914,2011-09-25,2011-09-30,Standard Class,United States,Houston,Texas,77041,Central
CA-2013-124149,2013-04-24,2013-04-27,First Class,United States,Lancaster,Ohio,43130,East
CA-2013-124149,2013-04-24,2013-04-27,First Class,United States,Lancaster,Ohio,43130,East
CA-2013-124149,2013-04-24,2013-04-27,First Class,United States,Lancaster,Ohio,43130,East
CA-2011-148915,2011-11-01,2011-11-05,Standard Class,United States,Portland,Oregon,97206,West
CA-2011-148915,2011-11-01,2011-11-05,Standard Class,United States,Portland,Oregon,97206,West
CA-2014-134649,2014-01-27,2014-02-01,Second Class,United States,Hoover,Alabama,35244,South
CA-2014-134649,2014-01-27,2014-02-01,Second Class,United States,Hoover,Alabama,35244,South
CA-2014-110842,2014-11-12,2014-11-17,Standard Class,United States,Los Angeles,California,90036,West
CA-2014-110842,2014-11-12,2014-11-17,Standard Class,United States,Los Angeles,California,90036,West
CA-2014-110842,2014-11-12,2014-11-17,Standard Class,United States,Los Angeles,California,90036,West
CA-2013-147368,2013-06-10,2013-06-13,First Class,United States,Tallahassee,Florida,32303,South
US-2012-104185,2012-09-03,2012-09-08,Second Class,United States,New York City,New York,10009,East
US-2011-125521,2011-03-14,2011-03-19,Standard Class,United States,Chesapeake,Virginia,23320,South
US-2014-135062,2014-09-01,2014-09-05,Second Class,United States,Fayetteville,North Carolina,28314,South
CA-2014-135650,2014-03-24,2014-03-28,Standard Class,United States,Huntsville,Texas,77340,Central
CA-2014-112865,2014-05-19,2014-05-23,Standard Class,United States,Philadelphia,Pennsylvania,19140,East
US-2013-162852,2013-12-28,2014-01-01,Standard Class,United States,Woodstock,Illinois,60098,Central
CA-2014-138163,2014-11-18,2014-11-21,First Class,United States,Everett,Massachusetts,2149,East
CA-2014-152093,2014-09-11,2014-09-16,Standard Class,United States,Chicago,Illinois,60653,Central
CA-2014-157854,2014-04-09,2014-04-16,Standard Class,United States,Roswell,Georgia,30076,South
CA-2014-157854,2014-04-09,2014-04-16,Standard Class,United States,Roswell,Georgia,30076,South
CA-2013-123617,2013-11-29,2013-12-04,Standard Class,United States,Palm Coast,Florida,32137,South
US-2013-128293,2013-06-03,2013-06-06,First Class,United States,Philadelphia,Pennsylvania,19120,East
CA-2014-107342,2014-12-18,2014-12-23,Standard Class,United States,Columbus,Indiana,47201,Central
CA-2013-136371,2013-03-20,2013-03-22,Second Class,United States,Oceanside,New York,11572,East
CA-2013-136371,2013-03-20,2013-03-22,Second Class,United States,Oceanside,New York,11572,East
CA-2014-137344,2014-08-21,2014-08-21,Same Day,United States,Franklin,Massachusetts,2038,East
CA-2014-169810,2014-07-26,2014-08-01,Standard Class,United States,Sioux Falls,South Dakota,57103,Central
CA-2013-128594,2013-08-27,2013-08-30,First Class,United States,San Diego,California,92037,West
CA-2013-154690,2013-08-16,2013-08-18,Second Class,United States,Fayetteville,North Carolina,28314,South
CA-2014-138975,2014-05-20,2014-05-24,Standard Class,United States,Atlanta,Georgia,30318,South
CA-2014-138975,2014-05-20,2014-05-24,Standard Class,United States,Atlanta,Georgia,30318,South
CA-2014-138975,2014-05-20,2014-05-24,Standard Class,United States,Atlanta,Georgia,30318,South
CA-2014-138975,2014-05-20,2014-05-24,Standard Class,United States,Atlanta,Georgia,30318,South
CA-2014-106537,2014-08-13,2014-08-18,Standard Class,United States,Orlando,Florida,32839,South
US-2014-103828,2014-08-14,2014-08-14,Same Day,United States,San Francisco,California,94122,West
US-2014-103828,2014-08-14,2014-08-14,Same Day,United States,San Francisco,California,94122,West
US-2014-103828,2014-08-14,2014-08-14,Same Day,United States,San Francisco,California,94122,West
US-2014-103828,2014-08-14,2014-08-14,Same Day,United States,San Francisco,California,94122,West
CA-2013-115588,2013-11-11,2013-11-13,Second Class,United States,Toledo,Ohio,43615,East
